DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
GDSC1,342,15687558,907062,HSC-4,SIDM00588,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.668897,0.692385,0.148833,-0.566166
GDSC1,342,15687888,907063,HT,SIDM00661,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.96857,0.962298,0.083399,1.108543
GDSC1,342,15688273,907064,HT-1080,SIDM00828,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.122342,0.492916,0.086839,-1.489058
GDSC1,342,15688615,907065,HT-1197,SIDM00676,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.962951,0.924278,0.158161,1.104975
GDSC1,342,15688968,907066,HT-1376,SIDM00678,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.055953,0.787704,0.140571,-0.105909
GDSC1,342,15689314,907067,HT-144,SIDM00695,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.02938,0.785265,0.110545,-0.122782
GDSC1,342,15689696,907068,HT-3,SIDM00679,CESC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.247147,0.770249,0.095262,-0.298368
GDSC1,342,15690038,907069,HuCCT1,SIDM00587,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.819782,0.881159,0.042437,0.379098
GDSC1,342,15690385,907071,HuH-7,SIDM00585,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.775968,0.872099,0.17387,0.351278
GDSC1,342,15690733,907072,HuO9,SIDM00599,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.219713,0.90472,0.117244,0.633042
GDSC1,342,15691086,907073,HuTu-80,SIDM00694,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.436244,0.773111,0.119541,-0.418438
GDSC1,342,15691475,907169,IGR-1,SIDM01060,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.264164,0.937105,0.19472,0.661267
GDSC1,342,15691799,907170,IMR-5,SIDM01206,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.853566,0.989253,0.031007,1.670487
GDSC1,342,15692181,907171,IPC-298,SIDM01059,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.173368,0.823102,0.029834,-0.031354
GDSC1,342,15692527,907172,IST-MEL1,SIDM00225,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.576293,0.711545,0.093705,-0.507365
GDSC1,342,15692921,907173,IST-MES1,SIDM00224,MESO,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.536948,0.852526,0.1596,0.199508
GDSC1,342,15693302,907175,JAR,SIDM01039,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.332897,0.767909,0.158487,-0.352817
GDSC1,342,15693688,907176,JEG-3,SIDM01218,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.89381,0.691013,0.13638,-0.708978
GDSC1,342,15694038,907268,JiyoyeP-2003,SIDM00808,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.429206,0.984656,0.027897,1.401032
GDSC1,342,15694426,907269,JVM-2,SIDM01013,CLL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.728387,0.936117,0.090887,1.591002
GDSC1,342,15694813,907270,JVM-3,SIDM01012,CLL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.181846,0.812066,0.095057,-0.025971
GDSC1,342,15695199,907271,KALS-1,SIDM00613,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.436532,0.93139,0.103639,1.405684
GDSC1,342,15695583,907272,KARPAS-45,SIDM01007,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.81202,0.915205,0.141376,0.37417
GDSC1,342,15695967,907273,KARPAS-299,SIDM01010,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.28452,0.939367,0.130088,0.674193
GDSC1,342,15696352,907274,KARPAS-422,SIDM01008,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.596684,0.922279,0.101232,0.872407
GDSC1,342,15696735,907275,KASUMI-1,SIDM01005,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.305978,0.831128,0.091384,0.052849
GDSC1,342,15696978,907276,KATOIII,SIDM00687,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.561755,0.935779,0.034558,0.850228
GDSC1,342,15697194,907277,KE-37,SIDM01003,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.18729,0.305292,0.103002,-2.165266
GDSC1,342,15697579,907278,KG-1,SIDM00785,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.193601,0.835286,0.055036,-0.018507
GDSC1,342,15697946,907279,KINGS-1,SIDM00612,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.743088,0.838256,0.111421,0.3304
GDSC1,342,15698340,907280,KMOE-2,SIDM01019,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.303962,0.772744,0.17993,-0.334444
GDSC1,342,15698727,907281,KMS-12-BM,SIDM01020,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.067998,0.94252,0.049282,0.536708
GDSC1,342,15698987,907282,KNS-42,SIDM00607,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.660877,0.964551,0.067375,1.548136
GDSC1,342,15699381,907285,HuP-T3,SIDM00533,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.908635,0.663432,0.167131,-0.718392
GDSC1,342,15699722,907286,HuP-T4,SIDM00531,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.406191,0.602899,0.056282,-1.034324
GDSC1,342,15700045,907287,HT55,SIDM00541,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.191776,0.818597,0.143263,-0.019666
GDSC1,342,15700371,907289,HT-115,SIDM00534,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.862503,0.894563,0.105993,0.406225
GDSC1,342,15700719,907290,H-EMC-SS,SIDM00535,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.140446,0.491289,0.177096,-1.500553
GDSC1,342,15701094,907291,GP5d,SIDM00537,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.031392,0.50803,0.131551,-1.431307
GDSC1,342,15701440,907295,DMS-53,SIDM00523,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.362973,0.912168,0.126914,0.724007
GDSC1,342,15701792,907298,G-402,SIDM00855,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.79821,0.53954,0.060088,-1.283244
GDSC1,342,15702135,907299,G-401,SIDM00856,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.226952,0.764424,0.071911,-0.285545
GDSC1,342,15702488,907300,KY821,SIDM00553,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.109991,0.917025,0.102469,0.563372
GDSC1,342,15702872,907311,KU812,SIDM00308,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.108086,0.823226,0.139665,-0.072806
GDSC1,342,15703259,907312,KU-19-19,SIDM01033,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.163257,0.923135,0.053542,0.597194
GDSC1,342,15703605,907313,KS-1,SIDM00555,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.317139,0.88535,0.042007,0.694904
GDSC1,342,15703993,907314,KP-N-YN,SIDM00556,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.007857,0.964649,0.123653,1.768457
GDSC1,342,15704379,907317,KYSE-150,SIDM01031,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.937586,0.986464,0.104475,1.723837
GDSC1,342,15704731,907318,KYSE-180,SIDM01030,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.924749,0.680876,0.156065,-0.728624
GDSC1,342,15705076,907319,KYSE-270,SIDM01029,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.420465,0.764242,0.081734,-0.408419
GDSC1,342,15705421,907320,KYSE-450,SIDM01027,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.101921,0.793255,0.143084,-0.206154
GDSC1,342,15705762,907321,KYSE-510,SIDM01026,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.166087,0.654138,0.152859,-0.881866
GDSC1,342,15706107,907322,L-428,SIDM00327,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.499194,0.951021,0.120496,0.810503
GDSC1,342,15706501,907323,L-540,SIDM00329,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.395527,0.855903,0.125618,0.10971
GDSC1,342,15706888,907783,LAMA-84,SIDM00346,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.85387,0.535477,0.178465,-1.318586
GDSC1,342,15707275,907786,LC-2-ad,SIDM00297,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.429091,0.601995,0.139952,-1.048865
GDSC1,342,15707661,907787,LC4-1,SIDM00549,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.120329,0.641087,0.283408,-0.852811
GDSC1,342,15708049,907788,LNCaP-Clone-FGC,SIDM00683,PRAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.180291,0.806979,0.152115,-0.026958
GDSC1,342,15708440,907789,LOUCY,SIDM00342,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.837457,0.928886,0.192126,0.390322
GDSC1,342,15708823,907790,LoVo,SIDM00839,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.488332,0.733684,0.090145,-0.451513
GDSC1,342,15709167,907791,LP-1,SIDM00340,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.448386,0.989163,0.035125,1.413211
GDSC1,342,15709561,907792,LS-123,SIDM00776,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,4.005007,0.975746,0.038721,2.401616
GDSC1,342,15709956,907794,LS-411N,SIDM00660,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.595793,0.707066,0.089831,-0.519747
GDSC1,342,15710343,907795,LS-513,SIDM00677,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.257837,0.623713,0.095644,-0.940124
GDSC1,342,15710737,907796,LU-99A,SIDM01219,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.651789,0.565942,0.260115,-1.190271
GDSC1,342,15711079,907799,MC116,SIDM00637,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.442293,0.928766,0.193509,0.139404
GDSC1,342,15711454,908118,MC-IXC,SIDM01246,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.980463,0.338637,0.077182,-2.033938
GDSC1,342,15711796,908120,MDA-MB-175-VII,SIDM00633,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.256847,0.818909,0.092876,0.021652
GDSC1,342,15712148,908121,MDA-MB-361,SIDM00528,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.938447,0.894516,0.094424,0.454447
GDSC1,342,15712493,908122,MDA-MB-453,SIDM00272,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.376009,0.921928,0.047733,0.732285
GDSC1,342,15712839,908123,MDA-MB-468,SIDM00628,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.014654,0.815608,0.169294,-0.150742
GDSC1,342,15713189,908124,MEL-HO,SIDM00337,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.022523,0.807378,0.07806,-0.127136
GDSC1,342,15713531,908125,MEL-JUSO,SIDM00336,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.550221,0.42688,0.187038,-1.760748
GDSC1,342,15713878,908126,MEG-01,SIDM00526,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.351469,0.75506,0.157587,-0.364609
GDSC1,342,15714259,908127,MES-SA,SIDM00625,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.276967,0.77725,0.184428,-0.317303
GDSC1,342,15714610,908128,Mewo,SIDM00545,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.168329,0.792941,0.1693,-0.034554
GDSC1,342,15714954,908129,MFE-280,SIDM00335,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.807002,0.958963,0.102938,1.640921
GDSC1,342,15715295,908130,MFE-296,SIDM00334,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.172684,0.766262,0.114463,-0.251087
GDSC1,342,15715648,908131,MG-63,SIDM00525,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.282355,0.792881,0.109887,0.037849
GDSC1,342,15715961,908132,MHH-CALL-2,SIDM00331,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.480331,0.921253,0.083937,0.163557
GDSC1,342,15716130,908134,MHH-ES-1,SIDM00386,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.739353,0.554924,0.144667,-1.245872
GDSC1,342,15716492,908135,MHH-NB-11,SIDM00387,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.304404,0.749667,0.167043,-0.334724
GDSC1,342,15716755,908136,MHH-PREB-1,SIDM00388,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.439472,0.605823,0.208324,-1.055457
GDSC1,342,15717139,908138,MKN1,SIDM00271,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.033196,0.799994,0.107717,-0.120359
GDSC1,342,15717472,908139,MKN28,SIDM00260,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.441927,0.842524,0.070676,0.139173
GDSC1,342,15717786,908141,ML-2,SIDM00441,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.302254,0.627683,0.124002,-0.968328
GDSC1,342,15718171,908142,MLMA,SIDM00561,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.563566,0.423036,0.088192,-1.769221
GDSC1,342,15718564,908143,MN-60,SIDM00438,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.887512,0.871903,0.170616,0.422105
GDSC1,342,15718957,908144,MOG-G-CCM,SIDM00532,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.290103,0.615197,0.091703,-0.960612
GDSC1,342,15719308,908145,MOG-G-UVW,SIDM00504,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.95952,0.519403,0.071983,-1.385671
GDSC1,342,15719655,908146,MOLT-13,SIDM00433,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.342149,0.854403,0.262787,0.075817
GDSC1,342,15719970,908147,MOLT-16,SIDM00431,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.188143,0.310147,0.066349,-2.165808
GDSC1,342,15720354,908148,MONO-MAC-6,SIDM01023,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.241605,0.813203,0.08167,0.011974
GDSC1,342,15720741,908149,Mo-T,SIDM00623,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.671608,0.852948,0.188703,0.285012
GDSC1,342,15721135,908150,MPP-89,SIDM00222,MESO,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.068897,0.764899,0.161912,-0.185184
GDSC1,342,15721521,908151,MRK-nu-1,SIDM00562,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.418348,0.983688,0.080428,2.029106
GDSC1,342,15721904,908152,MSTO-211H,SIDM00640,MESO,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.152997,0.651681,0.111227,-0.873554
GDSC1,342,15722270,908156,MV-4-11,SIDM00657,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.055955,0.813849,0.147723,-0.176967
GDSC1,342,15722654,908158,NALM-6,SIDM00429,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.168541,0.484649,0.163592,-1.518392
GDSC1,342,15723044,908159,NAMALWA,SIDM00641,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.250463,0.470516,0.119084,-1.57041
GDSC1,342,15723387,908440,NB69,SIDM00244,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.488236,0.431949,0.127705,-1.721389
GDSC1,342,15723955,908442,NCI-H508,SIDM00777,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.098009,0.894992,0.073449,1.190732
GDSC1,342,15724131,908443,NCI-H520,SIDM01130,LUSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.08062,0.959719,0.135285,1.179691
GDSC1,342,15724479,908444,SNU-1,SIDM01146,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.326776,0.738329,0.299802,-0.34893
GDSC1,342,15724864,908445,SNU-5,SIDM01144,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.344275,0.902202,0.142806,0.712135
GDSC1,342,15725258,908446,SNU-16,SIDM01145,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.083665,0.899088,0.162756,0.546656
GDSC1,342,15725644,908447,NH-12,SIDM00577,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.166421,0.770691,0.106128,-0.247109
GDSC1,342,15726008,908448,NKM-1,SIDM00576,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.049376,0.779727,0.104953,-0.17279
GDSC1,342,15726393,908449,NMC-G1,SIDM00575,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.595026,0.83641,0.104433,0.236386
GDSC1,342,15726786,908450,no-11,SIDM00573,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.59147,0.830498,0.152385,0.234127
GDSC1,342,15727176,908451,NOMO-1,SIDM00580,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.821839,0.862067,0.097777,0.380405
GDSC1,342,15727568,908452,no-10,SIDM00574,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.649572,0.960994,0.083069,1.540958
GDSC1,342,15727961,908454,NTERA-2-cl-D1,SIDM01203,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.301494,0.625421,0.158902,-0.967845
GDSC1,342,15728352,908455,NUGC-3,SIDM00572,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.824294,0.683415,0.151445,-0.664838
GDSC1,342,15728697,908457,NCI-H747,SIDM00778,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.628992,0.836469,0.082803,0.257953
GDSC1,342,15729091,908458,NCI-H716,SIDM00779,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.583992,0.959711,0.077868,1.499316
GDSC1,342,15729482,908459,NCI-H596,SIDM01127,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.093384,0.96545,0.074312,1.822764
GDSC1,342,15729829,908460,NCI-H441,SIDM00925,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.963205,0.944514,0.032205,1.740105
GDSC1,342,15730180,908461,NCI-N87,SIDM01147,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.591819,0.811353,0.135019,0.234349
GDSC1,342,15730528,908462,NCI-H2452,SIDM00722,MESO,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.953974,0.87483,0.058867,0.464306
GDSC1,342,15730874,908463,NCI-H1793,SIDM00755,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.326301,0.919479,0.156556,1.33569
GDSC1,342,15731219,908465,NCI-H358,SIDM00718,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.096118,0.889034,0.140988,0.554563
GDSC1,342,15731559,908467,NCI-H1155,SIDM00651,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.97026,0.681947,0.071924,-0.757522
GDSC1,342,15731952,908468,NCI-H1105,SIDM00652,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.98561,0.925514,0.026591,0.484394
GDSC1,342,15732159,908469,NCI-H1436,SIDM00697,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.544252,0.980794,0.076944,2.109051
GDSC1,342,15732552,908470,NCI-H28,SIDM00720,MESO,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.617049,0.835385,0.05643,0.250369
GDSC1,342,15732893,908471,NCI-H1581,SIDM00748,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.109455,0.801021,0.219913,-0.210938
GDSC1,342,15733280,908472,NCI-H1573,SIDM00749,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.138925,0.903755,0.198303,0.581744
GDSC1,342,15733627,908473,NCI-H1666,SIDM00743,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.407361,0.90755,0.068437,0.752193
GDSC1,342,15734010,908474,NCI-H1703,SIDM00740,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.411343,0.450416,0.121117,-1.672564
GDSC1,342,15734356,908475,NCI-H1755,SIDM00738,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.108315,0.779432,0.179769,-0.210214
GDSC1,342,15734709,908476,NCI-H1993,SIDM00758,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.631983,0.973789,0.108607,2.164758
GDSC1,342,15735063,908480,NCI-H2081,SIDM00710,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.847284,0.881053,0.167114,0.396561
GDSC1,342,15735665,908483,NCI-H524,SIDM01129,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.684075,0.982818,0.038779,1.562866
GDSC1,342,15736220,909248,ONS-76,SIDM00567,MB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.131417,0.644037,0.162972,-0.859852
GDSC1,342,15736611,909249,OPM-2,SIDM00457,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.279725,0.953242,0.132383,0.671148
GDSC1,342,15736999,909250,OS-RC-2,SIDM00239,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.139994,0.745623,0.217154,-0.230329
GDSC1,342,15737735,909252,P30-OHK,SIDM00364,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.821988,0.372519,0.065709,-1.933311
GDSC1,342,15738119,909253,P31-FUJ,SIDM00363,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.551223,0.994679,0.016536,1.478509
GDSC1,342,15738503,909255,PA-1,SIDM01140,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.193599,0.654608,0.111965,-0.899335
GDSC1,342,15738750,909256,OCUB-M,SIDM00241,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.704515,0.988644,0.046582,1.575845
GDSC1,342,15739137,909257,OC-314,SIDM00220,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.464725,0.754057,0.265319,-0.436523
GDSC1,342,15739490,909260,PF-382,SIDM00451,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.733924,0.716376,0.145541,-0.607456
GDSC1,342,15739874,909262,Raji,SIDM00844,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.0438,0.913989,0.021681,0.521343
GDSC1,342,15740261,909263,RCM-1,SIDM00359,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.175691,0.883696,0.032033,0.605089
GDSC1,342,15740613,909264,RD,SIDM00847,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.01781,0.787883,0.080252,-0.152746
GDSC1,342,15740961,909696,REH,SIDM00447,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.420582,0.444285,0.050368,-1.678431
GDSC1,342,15741349,909697,RF-48,SIDM01092,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.980361,0.934362,0.087818,1.116029
GDSC1,342,15741736,909698,RKO,SIDM01090,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.020578,0.816622,0.267137,-0.128371
GDSC1,342,15742126,909699,RMG-I,SIDM00352,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.599607,0.953711,0.041189,1.509231
GDSC1,342,15742466,909701,RPMI-6666,SIDM00813,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.78714,0.922973,0.035771,0.99334
